name,rating,review,Type,headquater,years_odd,employees
St. Mary's Schoo...,4.2,(128 Reviews),Private,Medford + 48 more,57 years old,501-1k Employees (Global)
Godrej Appliance...,3.6,(128 Reviews),Private,Mumbai + 31 more,65 years old,1k-5k Employees (India)
Beri Udyog,3.8,(128 Reviews),Private,"Karnal,Haryana + 11 more",45 years old,201-500 Employees (India)
Neyveli Lignite ...,4.5,(128 Reviews),Private,"Neyveli,Tamil Nadu + 4 more",67 years old,10k-50k Employees (India)
Sphinx Worldbiz,3.2,(128 Reviews),Private,Frankfurt Am Main + 6 more,27 years old,201-500 Employees (India)
Doordarshan,4.1,(128 Reviews),Private,New Delhi + 26 more,64 years old,201-500 Employees (Global)
Walter Bushnell,3.5,(128 Reviews),Private,Gurgaon + 28 more,19 years old,51-200 Employees (India)
Suminter India O...,3.7,(128 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
Light Microfinan...,4.1,(128 Reviews),Private,"Ahmedabad,Gujarat + 50 more",29 years old,1k-5k Employees (India)
Varindera Constr...,4.2,(128 Reviews),Public,"New Delhi,Delhi + 12 more",39 years old,501-1k Employees (India)
Betsol,3.7,(128 Reviews),Private,"Broomfield,Colorado + 1 more",21 years old,501-1k Employees (India)
Toyota Financial...,3.7,(128 Reviews),Public,Chandler + 23 more,40 years old,201-500 Employees (India)
Hartek Group,4.1,(128 Reviews),Private,"Mohali,Punjab + 3 more",32 years old,201-500 Employees (India)
Sigma Engineered...,4.2,(128 Reviews),,,,
Mirafra Technolo...,4.0,(128 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,501-1k Employees (India)
IDBI Capital,3.7,(128 Reviews),Public,"Mumbai,Maharashtra + 29 more",30 years old,51-200 Employees (India)
KWALITY DAIRY (I...,4.4,(127 Reviews),Public,"Delhi/NCR,Delhi + 13 more",31 years old,1k-5k Employees (India)
Advaith Motors,4.2,(127 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,501-1k Employees (Global)
GVK Group,4.0,(127 Reviews),Public,Hyderabad + 23 more,31 years old,50k-1 Lakh Employees (India)
KWALITY DAIRY (I...,4.4,(127 Reviews),Public,"Delhi/NCR,Delhi + 13 more",31 years old,1k-5k Employees (India)
Gautam Solar,3.7,(127 Reviews),Private,New Delhi + 10 more,26 years old,51-200 Employees (India)
MARG ERP,3.7,(127 Reviews),Public,New Delhi + 21 more,23 years old,5k-10k Employees (India)
Kanakadurga Fina...,4.4,(127 Reviews),Private,Vijayawada + 38 more,29 years old,1k-5k Employees (India)
Berar Finance,4.1,(127 Reviews),Public,Nagpur + 45 more,33 years old,51-200 Employees (India)
Eaton Power Qual...,4.1,(127 Reviews),"New Delhi,Delhi + 12 more",112 years old,5k-10k Employees (India),
SSEM,3.9,(127 Reviews),Private,Riyadh + 11 more,47 years old,1k-5k Employees (Global)
Jaslok Hospital ...,4.2,(127 Reviews),Private,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India)
Exusia,4.3,(127 Reviews),Private,Miami + 7 more,11 years old,201-500 Employees (India)
CIGNEX,4.2,(127 Reviews),Private,"Livonia,Michigan + 7 more",23 years old,201-500 Employees (India)
Metacube Softwar...,4.2,(127 Reviews),Private,"Jaipur,Rajasthan + 1 more",19 years old,1k-5k Employees (India)
MKCL,4.0,(127 Reviews),Government,Pune + 23 more,22 years old,1k-5k Employees (India)
Tata Institute o...,4.0,(127 Reviews),Private,"Mumbai,Maharashtra + 27 more",87 years old,201-500 Employees (India)
Swastika Investm...,3.6,(127 Reviews),Public,Indore + 36 more,31 years old,501-1k Employees (India)
Diksha Technolog...,3.8,(127 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",23 years old,51-200 Employees (India)
JAY JAY MILLS,4.3,(127 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",52 years old,51-200 Employees (India)
eMDs,3.7,(127 Reviews),Private,Austin + 3 more,27 years old,201-500 Employees (India)
ARSS Infrastruct...,4.1,(127 Reviews),Public,"Bhubaneswar,Odisha + 12 more",23 years old,501-1k Employees (India)
Matrix ComSec,3.9,(127 Reviews),Private,Vadodara + 7 more,32 years old,501-1k Employees (India)
The Indian Expre...,3.8,(127 Reviews),Private,Noida + 19 more,91 years old,1k-5k Employees (India)
Heavy Engineerin...,3.9,(127 Reviews),Private,"Ranchi,Jharkhand + 5 more",65 years old,1k-5k Employees (India)
Integra Global S...,3.6,(127 Reviews),Private,"Wexford,Pennsylvania",19 years old,501-1k Employees (India)
Ananth Technolog...,3.9,(127 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",31 years old,501-1k Employees (India)
Adcock Ingram,3.8,(127 Reviews),"Abu Dhabi,Gauteng + 9 more",133 years old,201-500 Employees (India),
SSK Group,3.4,(127 Reviews),Private,Pune + 37 more,34 years old,1k-5k Employees (India)
Lawrence & Mayo,3.8,(127 Reviews),Mumbai + 21 more,146 years old,201-500 Employees (India),
Aneja Associates,3.3,(127 Reviews),Private,"Mumbai,Maharashtra + 7 more",42 years old,11-50 Employees (India)
LUX Industries,3.8,(127 Reviews),Public,Kolkata + 18 more,66 years old,1k-5k Employees (India)
The Indian Expre...,3.8,(127 Reviews),Private,Noida + 19 more,91 years old,1k-5k Employees (India)
MKCL,4.0,(127 Reviews),Government,Pune + 23 more,22 years old,1k-5k Employees (India)
Tata Institute o...,4.0,(127 Reviews),Private,"Mumbai,Maharashtra + 27 more",87 years old,201-500 Employees (India)
Swastika Investm...,3.6,(127 Reviews),Public,Indore + 36 more,31 years old,501-1k Employees (India)
Diksha Technolog...,3.8,(127 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",23 years old,51-200 Employees (India)
Advaith Motors,4.2,(127 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,501-1k Employees (Global)
KLT Automotive &...,3.9,(127 Reviews),Private,"Mumbai,Maharashtra + 9 more",29 years old,201-500 Employees (India)
Berar Finance,4.1,(127 Reviews),Public,Nagpur + 45 more,33 years old,51-200 Employees (India)
kipi.bi,4.5,(127 Reviews),Hyderabad/Secunderabad + 3 more,201-500 Employees (India),,
Mold-Tek Technol...,3.1,(127 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",37 years old,1k-5k Employees (India)
EFKON INDIA,3.7,(127 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",22 years old,201-500 Employees (India)
Dover India,4.0,(127 Reviews),Private,"Downers Grove,Illinois + 4 more",20 years old,501-1k Employees (India)
B9 Beverages,4.0,(127 Reviews),Private,"New Delhi,Delhi + 19 more",8 years old,501-1k Employees (India)
GEETANJALI HOMES...,4.2,(127 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",10 years old,501-1k Employees (India)
Stefanini,3.6,(127 Reviews),Private,"Jaguari̼na,Michigan + 7 more",21 years old,201-500 Employees (India)
Little Millenniu...,4.2,(126 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",15 years old,51-200 Employees (India)
MosChip Technolo...,4.5,(126 Reviews),Public,Hyderabad + 1 more,24 years old,1k-5k Employees (India)
Black & Veatch,4.1,(126 Reviews),Private,Overland Park + 10 more,108 years old,501-1k Employees (India)
Neolite Zkw Ligh...,3.6,(126 Reviews),Private,"Delhi/NCR,Delhi + 7 more",71 years old,201-500 Employees (India)
Kaveri Seed Comp...,3.9,(126 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",47 years old,1k-5k Employees (India)
Amco Batteries,4.2,(126 Reviews),Public,"Chennai,Tamil Nadu + 23 more",68 years old,201-500 Employees (India)
Nova IVI Fertili...,4.1,(126 Reviews),Private,"Bangalore,Karnataka + 24 more",12 years old,501-1k Employees (India)
Logicon Facility...,3.5,(126 Reviews),Pune + 9 more,17 years old,1k-5k Employees (Global),
Utkarsh India,3.2,(126 Reviews),Public,Kolkata + 10 more,36 years old,501-1k Employees (India)
ACT Plast Paints,3.6,(126 Reviews),Private,Kancheepuram + 5 more,17 years old,11-50 Employees (India)
Medecins Sans Fr...,4.6,(126 Reviews),Private,Geneva + 29 more,52 years old,51-200 Employees (India)
C.G. Marketing,4.0,(126 Reviews),Private,Kowloon + 17 more,9 years old,501-1k Employees (Global)
Indifi Technolog...,3.7,(126 Reviews),Private,"Gurgaon,Haryana + 4 more",8 years old,501-1k Employees (India)
SAP-Concur,4.2,(126 Reviews),Private,"Bellevue,Washington State + 1 more",30 years old,10k-50k Employees (India)
Biophore India P...,3.2,(126 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",16 years old,201-500 Employees (India)
Miraj Group,3.7,(126 Reviews),Private,"Nathdwara,Rajasthan + 17 more",36 years old,5k-10k Employees (India)
Peps Industries,3.8,(126 Reviews),Bangalore + 30 more,17 years old,501-1k Employees (India),
C.G. Marketing,4.0,(126 Reviews),Private,Kowloon + 17 more,9 years old,501-1k Employees (Global)
Black & Veatch,4.1,(126 Reviews),Private,Overland Park + 10 more,108 years old,501-1k Employees (India)
Hidesign,3.5,(126 Reviews),Private,"Pondicherry/Puducherry,Tamil Nadu + 22 more",45 years old,201-500 Employees (India)
Decimal Technolo...,3.5,(126 Reviews),Private,Gurgaon + 1 more,14 years old,501-1k Employees (India)
KGK Group,3.5,(126 Reviews),Private,Hong Kong + 10 more,118 years old,201-500 Employees (India)
Harsco,3.6,(126 Reviews),Private,"Camp Hill,Pennsylvania + 9 more",170 years old,201-500 Employees (India)
Little Millenniu...,4.2,(126 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",15 years old,51-200 Employees (India)
Asianet Satellit...,4.1,(126 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 19 more",30 years old,1k-5k Employees (India)
Hyundai Engineer...,4.3,(126 Reviews),Private,Seoul + 16 more,49 years old,51-200 Employees (India)
Manba Finance,3.5,(126 Reviews),Public,"Mumbai,Maharashtra + 15 more",27 years old,501-1k Employees (India)
Bharat Benz,4.1,(126 Reviews),Private,"Chennai,Tamil Nadu + 53 more",12 years old,1k-5k Employees (India)
Indifi Technolog...,3.7,(126 Reviews),Private,"Gurgaon,Haryana + 4 more",8 years old,501-1k Employees (India)
Logicon Facility...,3.5,(126 Reviews),Pune + 9 more,17 years old,1k-5k Employees (Global),
Neolite Zkw Ligh...,3.6,(126 Reviews),Private,"Delhi/NCR,Delhi + 7 more",71 years old,201-500 Employees (India)
ACT Plast Paints,3.6,(126 Reviews),Private,Kancheepuram + 5 more,17 years old,11-50 Employees (India)
Medecins Sans Fr...,4.6,(126 Reviews),Private,Geneva + 29 more,52 years old,51-200 Employees (India)
MUFG Bank,3.9,(126 Reviews),Chiyoda-ku + 10 more,104 years old,1k-5k Employees (India),
Quantzig,4.8,(126 Reviews),,,,
Befree Business ...,3.6,(126 Reviews),"Parramatta,New South Wales + 5 more",17 years old,201-500 Employees (India),
Trigyn Technolog...,3.8,(126 Reviews),Public,"Edison,New Jersey + 9 more",37 years old,501-1k Employees (India)
Orchid Pharma,4.0,(125 Reviews),Public,Chennai + 4 more,31 years old,1k-5k Employees (India)
Swaraj Engines,3.4,(125 Reviews),Public,Mohali + 5 more,34 years old,501-1k Employees (India)
Jindal Worldwide,3.3,(125 Reviews),Public,"Ahmedabad,Gujarat + 2 more",37 years old,1k-5k Employees (India)
Casa Grand Build...,4.1,(125 Reviews),Private,"Chennai,Tamil Nadu + 5 more",19 years old,1k-5k Employees (India)
Shaadi.com,3.6,(125 Reviews),Private,"Mumbai,Maharashtra + 22 more",27 years old,201-500 Employees (India)
Meneta Automotiv...,3.7,(125 Reviews),Private,Sonipat + 1 more,16 years old,201-500 Employees (India)
Aurobindo Realty...,4.4,(125 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",7 years old,501-1k Employees (India)
Podar Jumbo Kids,4.4,(125 Reviews),Private,Mumbai + 28 more,96 years old,5k-10k Employees (India)
Kiran Foreign Tr...,3.7,(125 Reviews),Private,Mohali + 1 more,16 years old,501-1k Employees (India)
SMS Pharmaceutic...,3.3,(125 Reviews),Public,Hyderabad + 3 more,33 years old,501-1k Employees (India)
Hitachi Automoti...,3.8,(125 Reviews),Tokyo + 9 more,14 years old,5k-10k Employees (India),
Weikfield Foods,3.8,(125 Reviews),Private,Pune + 24 more,67 years old,501-1k Employees (India)
Federal Mogul Po...,3.9,(125 Reviews),Lake Forest + 10 more,124 years old,1k-5k Employees (India),
Orchid Pharma,4.0,(125 Reviews),Public,Chennai + 4 more,31 years old,1k-5k Employees (India)
Jindal Worldwide,3.3,(125 Reviews),Public,"Ahmedabad,Gujarat + 2 more",37 years old,1k-5k Employees (India)
Mahavir Die Cast...,3.7,(125 Reviews),Private,Faridabad + 3 more,32 years old,501-1k Employees (India)
Root Industries,4.1,(125 Reviews),Private,"Coimbatore,Tamil Nadu + 6 more",53 years old,1k-5k Employees (India)
Edelweiss Brokin...,3.8,(125 Reviews),Private,Mumbai + 28 more,28 years old,1k-5k Employees (Global)
Apmosys Technolo...,3.8,(125 Reviews),Private,"Mumbai,Maharashtra + 1 more",11 years old,51-200 Employees (India)
Kazo Fashion,3.3,(125 Reviews),Private,"Delhi,NCT + 22 more",16 years old,51-200 Employees (India)
Enaltec Labs,3.8,(125 Reviews),"Navi Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India),
6D Technologies,4.0,(125 Reviews),"Bangalore/Bengaluru,Karnataka + 4 more",21 years old,501-1k Employees (India),
Semac Consultant...,4.0,(125 Reviews),Private,Gurugram + 9 more,54 years old,201-500 Employees (India)
Swaraj Engines,3.4,(125 Reviews),Public,Mohali + 5 more,34 years old,501-1k Employees (India)
Wingreens Farms,3.7,(125 Reviews),Private,"Delhi,NCT + 17 more",12 years old,51-200 Employees (India)
Aurobindo Realty...,4.4,(125 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",7 years old,501-1k Employees (India)
Marsh,4.0,(125 Reviews),Private,New York + 4 more,54 years old,1k-5k Employees (India)
Royal Bank of Sc...,4.0,(125 Reviews),Private,Edinburgh + 6 more,296 years old,201-500 Employees (India)
Casa Grand Build...,4.1,(125 Reviews),Private,"Chennai,Tamil Nadu + 5 more",19 years old,1k-5k Employees (India)
Shaadi.com,3.6,(125 Reviews),Private,"Mumbai,Maharashtra + 22 more",27 years old,201-500 Employees (India)
Rama University,3.3,(125 Reviews),Private,"Kanpur,Uttar Pradesh + 8 more",27 years old,51-200 Employees (India)
DynPro,3.5,(125 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",27 years old,51-200 Employees (India)
Partha Dental,4.1,(125 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",16 years old,501-1k Employees (Global)
Khanna Paper Mil...,4.2,(125 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",38 years old,1k-5k Employees (India)
Sagarsoft,4.6,(125 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",27 years old,51-200 Employees (India)
UDS,3.8,(125 Reviews),Private,Chennai + 26 more,38 years old,10k-50k Employees (India)
Royal Infraconst...,3.5,(125 Reviews),Kolkata + 21 more,43 years old,51-200 Employees (India),
Franciscan Solut...,2.8,(125 Reviews),Private,"Greater Noida,Uttar Pradesh + 16 more",16 years old,501-1k Employees (India)
NGK Spark Plugs,4.2,(125 Reviews),Private,"Nagoya,Aichi-ken + 9 more",17 years old,201-500 Employees (India)
Eros Group,4.2,(125 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",56 years old,501-1k Employees (India)
Podar Jumbo Kids,4.4,(125 Reviews),Private,Mumbai + 28 more,96 years old,5k-10k Employees (India)
Integra Micro Sy...,4.2,(125 Reviews),Private,Bengaluru + 19 more,41 years old,51-200 Employees (India)
Thirdware Soluti...,4.3,(125 Reviews),Private,"Mumbai,Maharashtra + 1 more",28 years old,1k-5k Employees (India)
Tangoe,3.9,(125 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
SCM Garments,3.9,(125 Reviews),Private,"Agartala,Tripura + 8 more",34 years old,501-1k Employees (India)
Thomson Press In...,4.1,(125 Reviews),Private,Faridabad + 8 more,56 years old,201-500 Employees (India)
National Institu...,3.6,(125 Reviews),Private,Delhi + 23 more,21 years old,201-500 Employees (India)
Turtle,3.6,(125 Reviews),Kolkata + 16 more,30 years old,51-200 Employees (India),
EXPLEO INDIA INF...,3.6,(125 Reviews),"Saint Quentin En Yvelines,Ile-de-France + 1 more",41 years old,1k-5k Employees (India),
Zucol Group,2.5,(125 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",13 years old,501-1k Employees (India)
BOLD Technology ...,3.6,(125 Reviews),Private,"San Juan,Puerto Rico + 4 more",19 years old,201-500 Employees (India)
Cleartrip,3.9,(125 Reviews),Private,"Mumbai,Maharashtra + 9 more",18 years old,501-1k Employees (India)
RWS Group,4.1,(125 Reviews),Private,Chalfont St Peter + 7 more,67 years old,5k-10k Employees (India)
Jabong,4.5,(124 Reviews),Private,"Gurgaon,Haryana + 5 more",12 years old,1k-5k Employees (India)
o9 Solutions,3.9,(124 Reviews),Private,Dallas,14 years old,1k-5k Employees (India)
Koenig Solutions,3.6,(124 Reviews),Private,"Delhi/NCR,Delhi + 8 more",30 years old,201-500 Employees (India)
National Small I...,3.5,(124 Reviews),Private,New Delhi + 26 more,68 years old,1k-5k Employees (India)
Fusion,3.2,(124 Reviews),Private,"Gangnam,Seoul + 22 more",22 years old,11-50 Employees (India)
Delhi Internatio...,4.2,(124 Reviews),New Delhi + 4 more,17 years old,1k-5k Employees (India),
Supreme Treon,4.2,(124 Reviews),Private,"Mumbai,Maharashtra + 18 more",37 years old,501-1k Employees (India)
Kriti Industries,3.9,(124 Reviews),One person company,Indore + 24 more,40 years old,501-1k Employees (India)
Ivy Mobility Sol...,3.7,(124 Reviews),Private,Marina Blvd + 8 more,21 years old,501-1k Employees (India)
Safeducate,4.1,(124 Reviews),Private,New Delhi + 27 more,16 years old,11-50 Employees (India)
Echs Polyclinic,4.1,(124 Reviews),Public,New Delhi + 55 more,20 years old,11-50 Employees (India)
Sims Hospital,4.0,(124 Reviews),Private,Chennai + 9 more,11 years old,501-1k Employees (India)
Red FM 93.5,4.1,(124 Reviews),Public,"Delhi/NCR,Delhi + 41 more",21 years old,501-1k Employees (Global)
Food Corporation...,4.0,(124 Reviews),Private,"Delhi/NCR,Delhi + 48 more",58 years old,10k-50k Employees (Global)
LetsTransport,3.4,(124 Reviews),"Bangalore,Karnataka + 17 more",8 years old,201-500 Employees (India),
ING Vysya Bank,4.4,(124 Reviews),Public,"Mumbai,Maharashtra + 40 more",21 years old,5k-10k Employees (India)
Kriti Industries,3.9,(124 Reviews),One person company,Indore + 24 more,40 years old,501-1k Employees (India)
Vsun Mobile,4.2,(124 Reviews),Private,Dubai + 8 more,12 years old,51-200 Employees (India)
Coastal Projects,4.0,(124 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 15 more",28 years old,5k-10k Employees (Global)
o9 Solutions,3.9,(124 Reviews),Private,Dallas,14 years old,1k-5k Employees (India)
Karnataka Bank,3.8,(124 Reviews),Public,"Mangaluru/Mangalore,Karnataka + 40 more",99 years old,5k-10k Employees (India)
Jabong,4.5,(124 Reviews),Private,"Gurgaon,Haryana + 5 more",12 years old,1k-5k Employees (India)
99acres,3.9,(124 Reviews),Public,Noida + 18 more,18 years old,1k-5k Employees (India)
Koenig Solutions,3.6,(124 Reviews),Private,"Delhi/NCR,Delhi + 8 more",30 years old,201-500 Employees (India)
